candidate_index,riser_height_m,clearance_barrier_slope,evaluation_seed,environment_id,off_success,on_success,off_fell,on_fell,off_toe_riser_kick,on_toe_riser_kick,off_max_riser,on_max_riser,off_would_intervene_count,on_intervention_count
1,0.172,0.8,147260100,16,True,True,False,False,True,True,9,9,65,47
1,0.172,0.8,147260100,17,True,True,False,False,True,True,9,9,35,44
1,0.172,0.8,147260100,18,True,True,False,False,True,True,9,9,50,42
1,0.172,0.8,147260100,19,True,True,False,False,True,True,9,9,33,36
1,0.172,0.8,147260100,20,False,False,True,True,True,True,9,8,48,48
1,0.172,0.8,147260100,21,False,False,True,True,True,True,8,9,52,59
1,0.172,0.8,147260100,22,False,True,True,False,True,True,9,9,67,50
1,0.172,0.8,147260100,23,True,True,False,False,True,True,9,9,36,54
1,0.172,0.8,147260100,24,True,False,False,True,True,True,9,7,48,63
1,0.172,0.8,147260100,25,True,False,False,True,True,True,9,5,30,36
1,0.172,0.8,147260100,26,False,True,True,False,True,True,9,9,43,40
1,0.172,0.8,147260100,27,True,True,False,False,True,True,9,9,40,58
1,0.172,0.8,147260100,28,True,True,False,False,True,True,9,9,41,54
1,0.172,0.8,147260100,29,True,True,False,False,True,True,9,9,47,67
1,0.172,0.8,147260100,30,True,True,False,False,True,True,9,9,44,49
1,0.172,0.8,147260100,31,False,True,True,False,True,True,9,9,44,54
1,0.172,0.8,147260100,32,False,True,True,False,True,True,3,9,71,47
1,0.172,0.8,147260100,33,True,False,False,True,True,True,9,4,53,30
1,0.172,0.8,147260100,34,True,True,False,False,True,True,9,9,46,35
1,0.172,0.8,147260100,35,False,True,True,False,True,True,6,9,60,40
1,0.172,0.8,147260100,36,True,False,False,True,True,True,9,8,35,52
1,0.172,0.8,147260100,37,False,False,True,True,True,True,9,3,51,57
1,0.172,0.8,147260100,38,True,True,False,False,True,True,9,9,40,65
1,0.172,0.8,147260100,39,False,True,True,False,True,True,8,9,73,48
1,0.172,0.8,147260100,40,False,True,True,False,True,True,8,9,62,80
1,0.172,0.8,147260100,41,True,True,False,False,True,True,9,9,46,35
1,0.172,0.8,147260100,42,True,True,False,False,True,True,9,9,48,39
1,0.172,0.8,147260100,43,True,True,False,False,True,True,9,9,45,41
1,0.172,0.8,147260100,44,True,True,False,False,True,True,9,9,51,38
1,0.172,0.8,147260100,45,False,True,True,False,True,True,3,9,40,55
1,0.172,0.8,147260100,46,True,True,False,False,True,True,9,9,44,41
1,0.172,0.8,147260100,47,False,False,True,True,True,True,5,2,35,42
1,0.172,0.8,147260100,48,True,True,False,False,True,True,9,9,45,63
1,0.172,0.8,147260100,49,True,True,False,False,True,True,9,9,39,36
1,0.172,0.8,147260100,50,True,True,False,False,True,True,9,9,49,47
1,0.172,0.8,147260100,51,True,False,False,True,True,True,9,5,39,27
1,0.172,0.8,147260100,52,True,True,False,False,True,True,9,9,48,53
1,0.172,0.8,147260100,53,False,False,True,True,True,True,7,5,36,56
1,0.172,0.8,147260100,54,True,True,False,False,True,True,9,9,37,37
1,0.172,0.8,147260100,55,True,True,False,False,True,True,9,9,44,43
1,0.172,0.8,147260100,56,True,True,False,False,True,True,9,9,40,50
1,0.172,0.8,147260100,57,True,True,False,False,True,True,9,9,55,66
1,0.172,0.8,147260100,58,False,True,True,False,True,True,6,9,84,31
1,0.172,0.8,147260100,59,True,True,False,False,True,True,9,9,44,47
1,0.172,0.8,147260100,60,True,True,False,False,True,True,9,9,72,39
1,0.172,0.8,147260100,61,True,True,False,False,True,True,9,9,37,76
1,0.172,0.8,147260100,62,True,True,False,False,True,True,9,9,52,59
1,0.172,0.8,147260100,63,False,False,True,True,True,True,9,6,47,52
1,0.172,0.8,147260100,64,True,True,False,False,True,True,9,9,56,31
1,0.172,0.8,147260100,65,False,False,True,True,True,True,6,7,61,44
1,0.172,0.8,147260100,66,True,True,False,False,True,True,9,9,64,35
1,0.172,0.8,147260100,67,True,True,False,False,True,True,9,9,44,42
1,0.172,0.8,147260100,68,True,True,False,False,True,True,9,9,44,42
1,0.172,0.8,147260100,69,True,True,False,False,True,True,9,9,39,49
1,0.172,0.8,147260100,70,True,True,False,False,True,True,9,9,38,50
1,0.172,0.8,147260100,71,True,True,False,False,True,True,9,9,39,34
1,0.172,0.8,147260100,72,False,True,True,False,True,True,1,9,24,49
1,0.172,0.8,147260100,73,True,True,False,False,True,True,9,9,47,63
1,0.172,0.8,147260100,74,True,False,False,True,True,True,9,4,38,32
1,0.172,0.8,147260100,75,True,False,False,True,True,True,9,8,78,68
1,0.172,0.8,147260100,76,False,True,True,False,True,True,8,9,53,49
1,0.172,0.8,147260100,77,False,True,True,False,True,True,9,9,66,55
1,0.172,0.8,147260100,78,False,True,True,False,True,True,7,9,37,51
1,0.172,0.8,147260100,79,True,True,False,False,True,True,9,9,44,32
1,0.172,0.8,147260100,80,True,False,False,True,True,True,9,4,57,20
