context_id,specialist_mode,evaluation_role,pair_index,evaluation_seed,environment_id,base_success,base_fell,base_failure_type,base_return,base_max_riser,best_success,best_fell,best_failure_type,best_return,best_max_riser
L_effect,lateral,target,202,105000001,74,True,False,success,12.111574172973633,9,True,False,success,9.99846363067627,9
L_effect,lateral,target,203,105000001,75,False,True,lateral_heading_drift,1.6354613304138184,9,True,False,success,12.28098201751709,9
L_effect,lateral,target,204,105000001,76,False,True,lateral_heading_drift,-3.498866319656372,9,False,True,lateral_heading_drift,-6.464447975158691,5
L_effect,lateral,target,205,105000001,77,False,True,lateral_heading_drift,-0.1179962158203125,9,True,False,success,9.672250747680664,9
L_effect,lateral,target,206,105000001,78,False,True,lateral_heading_drift,0.8414406776428223,9,True,False,success,10.51084041595459,9
L_effect,lateral,target,207,105000001,79,False,True,lateral_heading_drift,2.0929808616638184,9,True,False,success,10.905816078186035,9
L_effect,lateral,target,208,105000001,80,True,False,success,10.397225379943848,9,True,False,success,8.84876823425293,9
L_effect,lateral,target,209,105000001,81,True,False,success,10.35537338256836,9,True,False,success,10.66419792175293,9
L_effect,lateral,target,210,105000001,82,True,False,success,10.694605827331543,9,True,False,success,10.296112060546875,9
L_effect,lateral,target,211,105000001,83,False,True,lateral_heading_drift,-0.061551570892333984,7,False,True,lateral_heading_drift,0.504704475402832,6
L_effect,lateral,target,212,105000001,84,True,False,success,9.996438980102539,9,True,False,success,11.244856834411621,9
L_effect,lateral,target,213,105000001,85,False,True,lateral_heading_drift,-0.37422633171081543,9,False,True,lateral_heading_drift,1.038083553314209,7
L_effect,lateral,target,214,105000001,86,False,True,lateral_heading_drift,-8.992942810058594,9,True,False,success,10.718276977539062,9
L_effect,lateral,target,215,105000001,87,True,False,success,9.596981048583984,9,True,False,success,11.07217025756836,9
L_effect,lateral,target,216,105000001,88,True,False,success,9.786781311035156,9,True,False,success,9.227899551391602,9
L_effect,lateral,target,217,105000001,89,True,False,success,10.807998657226562,9,True,False,success,11.534296035766602,9
L_effect,lateral,target,218,105000001,90,True,False,success,10.242878913879395,9,True,False,success,9.2645902633667,9
L_effect,lateral,target,219,105000001,91,True,False,success,10.369466781616211,9,False,True,lateral_heading_drift,-1.9496228694915771,9
L_effect,lateral,target,220,105000001,92,True,False,success,9.53352165222168,9,True,False,success,10.12281608581543,9
L_effect,lateral,target,221,105000001,93,True,False,success,9.604072570800781,9,False,True,lateral_heading_drift,-2.028014898300171,7
L_effect,lateral,target,222,105000001,94,False,True,lateral_heading_drift,0.6683149337768555,9,False,True,lateral_heading_drift,-2.9330685138702393,9
L_effect,lateral,target,223,105000001,95,True,False,success,10.27309799194336,9,True,False,success,9.83951187133789,9
L_effect,lateral,target,224,105000001,96,True,False,success,10.49853515625,9,True,False,success,12.641166687011719,9
L_effect,lateral,target,225,105000001,97,True,False,success,10.426219940185547,9,True,False,success,9.849472045898438,9
L_effect,lateral,target,226,105000001,98,True,False,success,9.427492141723633,9,True,False,success,8.982836723327637,9
L_effect,lateral,target,227,105000001,99,False,True,lateral_heading_drift,-0.268909215927124,9,True,False,success,10.941089630126953,9
L_effect,lateral,target,228,105000001,100,False,True,lateral_heading_drift,0.5922174453735352,9,True,False,success,11.199054718017578,9
L_effect,lateral,target,229,105000001,101,True,False,success,9.44727897644043,9,True,False,success,9.620051383972168,9
L_effect,lateral,target,230,105000001,102,True,False,success,10.910507202148438,9,True,False,success,10.448050498962402,9
L_effect,lateral,target,231,105000001,103,True,False,success,8.657654762268066,9,False,True,lateral_heading_drift,0.3926968574523926,9
L_effect,lateral,target,232,105000001,104,True,False,success,11.509698867797852,9,True,False,success,11.504036903381348,9
L_effect,lateral,target,233,105000001,105,True,False,success,7.486740589141846,9,True,False,success,10.476029396057129,9
L_effect,lateral,target,234,105000001,106,False,True,lateral_heading_drift,-0.3815317153930664,8,False,True,lateral_heading_drift,-0.8409757614135742,8
L_effect,lateral,target,235,105000001,107,True,False,success,9.379325866699219,9,True,False,success,7.3313188552856445,9
L_effect,lateral,target,236,105000001,108,True,False,success,9.992881774902344,9,True,False,success,9.641427993774414,9
L_effect,lateral,target,237,105000001,109,True,False,success,11.130330085754395,9,False,True,contact_stability,-3.042478561401367,2
