arm,context,training_seed,round,online_transitions,round_transition_count,round_falls,cumulative_falls,round_shield_recoveries,cumulative_shield_recoveries,round_nominal_violation_count,round_nominal_violation_fraction,cumulative_nominal_violation_fraction,round_executed_violation_count,round_executed_violation_fraction,cumulative_executed_violation_fraction,round_minimum_nominal_barrier_margin,round_minimum_executed_barrier_margin
dual_safe_ft,F1,201357002,1,131072,131072,58,58,11994,11994,11994,0.0915069580078125,0.0915069580078125,0,0.0,0.0,-103.84701538085938,-7.987022399902344e-06
dual_safe_ft,F1,201357002,2,262144,131072,74,132,12012,24006,12015,0.09166717529296875,0.09158706665039062,3,2.288818359375e-05,1.1444091796875e-05,-142.83351135253906,-1.5020370483398438e-05
dual_safe_ft,F1,201357002,3,393216,131072,61,193,11786,35792,11786,0.0899200439453125,0.09103139241536458,0,0.0,7.62939453125e-06,-78.19816589355469,-8.52346420288086e-06
dual_safe_ft,F1,201357002,4,524288,131072,68,261,12014,47806,12015,0.09166717529296875,0.09119033813476562,1,7.62939453125e-06,7.62939453125e-06,-100.54563903808594,-1.1175870895385742e-05
dual_safe_ft,F2,201357000,1,131072,131072,84,84,12766,12766,12766,0.0973968505859375,0.0973968505859375,0,0.0,0.0,-99.71571350097656,-9.611248970031738e-06
dual_safe_ft,F2,201357000,2,262144,131072,79,163,13068,25834,13071,0.09972381591796875,0.09856033325195312,3,2.288818359375e-05,1.1444091796875e-05,-88.07086944580078,-1.2874603271484375e-05
dual_safe_ft,F2,201357000,3,393216,131072,70,233,12825,38659,12825,0.09784698486328125,0.09832255045572917,0,0.0,7.62939453125e-06,-101.86595153808594,-9.357929229736328e-06
dual_safe_ft,F2,201357000,4,524288,131072,92,325,13296,51955,13306,0.1015167236328125,0.09912109375,10,7.62939453125e-05,2.47955322265625e-05,-124.81607055664062,-1.811981201171875e-05
dual_safe_ft,F2,201357001,1,131072,131072,77,77,12744,12744,12744,0.09722900390625,0.09722900390625,0,0.0,0.0,-99.51969146728516,-9.179115295410156e-06
dual_safe_ft,F2,201357001,2,262144,131072,86,163,13093,25837,13095,0.09990692138671875,0.09856796264648438,2,1.52587890625e-05,7.62939453125e-06,-92.88801574707031,-1.919269561767578e-05
dual_safe_ft,F2,201357001,3,393216,131072,74,237,12783,38620,12787,0.09755706787109375,0.09823099772135417,4,3.0517578125e-05,1.52587890625e-05,-132.42080688476562,-2.311915159225464e-05
dual_safe_ft,F2,201357001,4,524288,131072,73,310,12788,51408,12789,0.09757232666015625,0.09806632995605469,1,7.62939453125e-06,1.33514404296875e-05,-144.43246459960938,-1.0699033737182617e-05
dual_safe_ft,F2,201357002,1,131072,131072,75,75,12855,12855,12858,0.0980987548828125,0.0980987548828125,3,2.288818359375e-05,2.288818359375e-05,-119.65751647949219,-1.6570091247558594e-05
dual_safe_ft,F2,201357002,2,262144,131072,89,164,13162,26017,13163,0.10042572021484375,0.09926223754882812,1,7.62939453125e-06,1.52587890625e-05,-105.07186889648438,-1.043081283569336e-05
dual_safe_ft,F2,201357002,3,393216,131072,85,249,13006,39023,13008,0.0992431640625,0.09925587972005208,2,1.52587890625e-05,1.52587890625e-05,-107.47257232666016,-1.4543533325195312e-05
dual_safe_ft,F2,201357002,4,524288,131072,73,322,12906,51929,12906,0.0984649658203125,0.09905815124511719,0,0.0,1.1444091796875e-05,-97.35528564453125,-8.463859558105469e-06
dual_safe_ft,F3,201357000,1,131072,131072,75,75,12417,12417,12417,0.09473419189453125,0.09473419189453125,0,0.0,0.0,-89.44098663330078,-7.62939453125e-06
dual_safe_ft,F3,201357000,2,262144,131072,75,150,12282,24699,12283,0.09371185302734375,0.0942230224609375,1,7.62939453125e-06,3.814697265625e-06,-90.20950317382812,-1.0013580322265625e-05
dual_safe_ft,F3,201357000,3,393216,131072,76,226,12257,36956,12258,0.0935211181640625,0.09398905436197917,1,7.62939453125e-06,5.086263020833333e-06,-110.84314727783203,-1.1086463928222656e-05
dual_safe_ft,F3,201357000,4,524288,131072,61,287,12239,49195,12241,0.09339141845703125,0.09383964538574219,2,1.52587890625e-05,7.62939453125e-06,-104.5842514038086,-1.0222196578979492e-05
dual_safe_ft,F3,201357001,1,131072,131072,73,73,12217,12217,12217,0.09320831298828125,0.09320831298828125,0,0.0,0.0,-74.95086669921875,-8.52346420288086e-06
dual_safe_ft,F3,201357001,2,262144,131072,67,140,12436,24653,12438,0.0948944091796875,0.09405136108398438,2,1.52587890625e-05,7.62939453125e-06,-85.73583221435547,-1.0728836059570312e-05
dual_safe_ft,F3,201357001,3,393216,131072,62,202,12400,37053,12401,0.09461212158203125,0.09423828125,1,7.62939453125e-06,7.62939453125e-06,-76.26882934570312,-1.3947486877441406e-05
dual_safe_ft,F3,201357001,4,524288,131072,70,272,12135,49188,12136,0.09259033203125,0.0938262939453125,1,7.62939453125e-06,7.62939453125e-06,-82.30961608886719,-1.1309981346130371e-05
dual_safe_ft,F3,201357002,1,131072,131072,72,72,12087,12087,12087,0.09221649169921875,0.09221649169921875,0,0.0,0.0,-102.46546173095703,-9.5367431640625e-06
dual_safe_ft,F3,201357002,2,262144,131072,78,150,12450,24537,12450,0.0949859619140625,0.09360122680664062,0,0.0,0.0,-102.839599609375,-9.59634780883789e-06
