arm,context,training_seed,round,online_transitions,cbf_off_success_rate,cbf_on_success_rate,shield_gap,off_improvement_from_round_0,cbf_off_fall_rate,cbf_on_fall_rate,cbf_off_mean_reached_riser,cbf_on_mean_reached_riser,cbf_off_mean_return,cbf_on_mean_return,cbf_off_mean_completion_time_s,cbf_on_mean_completion_time_s,cbf_off_mean_success_completion_time_s,cbf_on_mean_success_completion_time_s,cbf_off_nominal_violation_steps_per_riser,cbf_on_nominal_violation_steps_per_riser,cbf_off_would_intervene_fraction,cbf_on_would_intervene_fraction,cbf_off_mean_counterfactual_correction_norm,cbf_on_mean_correction_norm,cbf_off_unsafe_overlap_steps_per_riser,cbf_on_unsafe_overlap_steps_per_riser,cbf_off_toe_riser_kick_episode_rate,cbf_on_toe_riser_kick_episode_rate,cbf_off_toe_riser_kick_events_per_riser,cbf_on_toe_riser_kick_events_per_riser
nominal_ft,F2,201357001,1,131072,0.6796875,0.712890625,0.033203125,-0.009765625,0.3203125,0.287109375,7.982421875,8.02734375,-4.553719166666269,-4.433590044733137,8.259492187500001,7.847929687500001,8.912068965517241,8.598630136986301,5.395889405431857,4.747201946472019,0.10451516484348028,0.09727884045852062,0.021494525848345155,0.022944327658836805,0.9711279667237582,0.7815085158150852,0.994140625,0.98046875,0.7873746023978468,0.6929440389294403
nominal_ft,F2,201357001,2,262144,0.681640625,0.71875,0.037109375,-0.0078125,0.318359375,0.28125,7.9375,7.978515625,-4.773062549997121,-4.27298839064315,8.324921875000001,7.874921875000001,9.010773638968482,8.641902173913044,5.4579232283464565,4.618604651162791,0.10432248801133644,0.09375093006875068,0.021478503078560966,0.02143213668192808,1.0066437007874016,0.7525091799265606,0.99609375,0.982421875,0.8070866141732284,0.6815177478580171
nominal_ft,F2,201357001,4,524288,0.697265625,0.7109375,0.013671875,0.0078125,0.302734375,0.2890625,8.041015625,8.033203125,-5.2922213724814355,-4.564389992970973,8.387617187500002,7.7943359375,9.024873949579833,8.517307692307693,5.298761233908186,4.573790420617554,0.10176832477191544,0.09444458365700253,0.023218553268438052,0.022747131834637863,0.9300461501093029,0.7707269632871383,0.9921875,0.978515625,0.7806655331552101,0.6992462922441041
nominal_ft,F2,201357002,0,0,0.689453125,0.763671875,0.07421875,0.0,0.30859375,0.236328125,8.056640625,8.17578125,-4.9892104510217905,-4.1299211089499295,8.510625000000001,8.015390625,9.083116147308782,8.65846547314578,5.532606060606061,4.669851887243191,0.1049239920687376,0.09543651373821847,0.021686363631236077,0.022436695777925005,1.0295757575757576,0.8029144768275203,0.990234375,0.978515625,0.8106666666666666,0.7267080745341615
nominal_ft,F2,201357002,1,131072,0.662109375,0.724609375,0.0625,-0.02734375,0.3359375,0.275390625,7.939453125,8.240234375,-4.881390841677785,-4.696826910134405,8.3209765625,8.0884765625,9.061238938053096,8.66512129380054,5.471094710947109,4.689973927470965,0.10459259120164119,0.0957090768599232,0.021763961859791677,0.022746238183909587,1.038130381303813,0.7997155724105238,0.984375,0.994140625,0.8007380073800738,0.7139132495852097
nominal_ft,F2,201357002,2,262144,0.703125,0.69140625,-0.01171875,0.013671875,0.296875,0.30859375,8.0625,7.955078125,-4.288718587253243,-4.9566243211738765,8.4478125,7.7733984375,9.090222222222222,8.591468926553672,5.3539244186046515,4.640805303216302,0.10240261902119631,0.09517635767013904,0.020259117156733498,0.02358278802097997,0.8972868217054264,0.7620918242082003,0.990234375,0.984375,0.7921511627906976,0.6845077338571078
nominal_ft,F2,201357002,4,524288,0.671875,0.70703125,0.03515625,-0.017578125,0.328125,0.29296875,7.96875,8.068359375,-4.446758611127734,-4.643985021393746,8.3421875,7.89671875,9.020348837209303,8.619889502762431,5.2424019607843135,4.704671992253692,0.10033245926203409,0.0963018658857516,0.019824455865181036,0.02313066764505204,0.899264705882353,0.767126603727911,0.98828125,0.9921875,0.7654411764705882,0.7037037037037037
nominal_ft,F3,201357000,0,0,0.693359375,0.677734375,-0.015625,0.0,0.306640625,0.322265625,9.716796875,9.6796875,-6.597257967572659,-7.090698661282659,9.308554687500001,8.623984375,10.103436619718309,9.518443804034584,4.812060301507538,4.233857949959645,0.10064247017402507,0.0952603114497178,0.020778356557170554,0.02292027724380256,1.026934673366834,0.783091202582728,0.994140625,0.986328125,0.7919597989949749,0.6852300242130751
nominal_ft,F3,201357000,1,131072,0.640625,0.70703125,0.06640625,-0.052734375,0.359375,0.29296875,9.54296875,9.953125,-7.392347792163491,-7.007256039883941,9.250390625000001,8.8428125,10.09329268292683,9.584475138121547,4.851207531723291,4.1748430141287285,0.10032937798234871,0.09418401243948121,0.02122394687536122,0.023466904443426806,1.0525992632009824,0.8125981161695447,0.9921875,0.994140625,0.8027015963978714,0.7095761381475667
nominal_ft,F3,201357000,2,262144,0.6953125,0.701171875,0.005859375,0.001953125,0.3046875,0.298828125,9.80078125,9.82421875,-6.455788800027221,-6.802883322350681,9.275976562500002,8.798593750000002,10.055337078651686,9.580222841225627,4.563770426464727,4.2393638170974155,0.09667529951782368,0.09486601196924224,0.01945680459636598,0.02255160728917133,0.9147070546034276,0.8009940357852883,0.994140625,0.994140625,0.7676365085691511,0.6958250497017893
